Department,Name,No.,Date/Time 1,Date/Time 2,Date/Time  3,Location ID,ID Number,VerifyCode,CardNo,,
OUR COMPANY,775,775,8:45:00,29-Nov-23,8:45:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,775,775,17:37:00,29-Nov-23,17:37:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,775,775,8:57:00,30-Nov-23,8:57:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,775,775,17:11:00,30-Nov-23,17:11:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,775,775,8:58:00,2-Dec-23,8:58:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,775,775,17:03:00,2-Dec-23,17:03:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,775,775,8:42:00,3-Dec-23,8:42:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,775,775,17:30:00,3-Dec-23,17:30:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,775,775,8:40:00,4-Dec-23,8:40:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,775,775,17:08:00,4-Dec-23,17:08:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,775,775,8:36:00,5-Dec-23,8:36:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,775,775,17:04:00,5-Dec-23,17:04:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,775,775,8:31:00,6-Dec-23,8:31:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,775,775,17:33:00,6-Dec-23,17:33:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,775,775,8:32:00,7-Dec-23,8:32:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,775,775,17:02:00,7-Dec-23,17:02:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,775,775,8:46:00,9-Dec-23,8:46:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,775,775,18:08:00,9-Dec-23,18:08:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,775,775,8:51:00,10-Dec-23,8:51:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,775,775,17:36:00,10-Dec-23,17:36:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,775,775,8:47:00,11-Dec-23,8:47:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,775,775,17:39:00,11-Dec-23,17:39:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,775,775,8:58:00,12-Dec-23,8:58:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,775,775,17:32:00,12-Dec-23,17:32:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,775,775,8:49:00,13-Dec-23,8:49:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,775,775,17:34:00,13-Dec-23,17:34:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,775,775,8:52:00,14-Dec-23,8:52:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,775,775,17:40:00,14-Dec-23,17:40:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,775,775,8:55:00,21-Dec-23,8:55:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,775,775,17:23:00,21-Dec-23,17:23:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,775,775,8:41:00,23-Dec-23,8:41:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,775,775,17:51:00,23-Dec-23,17:51:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,775,775,8:45:00,24-Dec-23,8:45:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,775,775,17:07:00,24-Dec-23,17:07:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,9:03:00,25-Nov-23,9:03:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,17:32:00,25-Nov-23,17:32:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,8:58:00,26-Nov-23,8:58:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,18:00:00,26-Nov-23,18:00:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,8:56:00,27-Nov-23,8:56:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,18:38:00,27-Nov-23,18:38:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,8:58:00,28-Nov-23,8:58:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,17:37:00,28-Nov-23,17:37:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,8:58:00,29-Nov-23,8:58:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,17:37:00,29-Nov-23,17:37:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,18:29:00,29-Nov-23,18:29:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,8:12:00,30-Nov-23,8:12:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,8:59:00,30-Nov-23,8:59:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,17:07:00,30-Nov-23,17:07:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,8:57:00,2-Dec-23,8:57:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,17:37:00,2-Dec-23,17:37:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,8:56:00,3-Dec-23,8:56:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,17:53:00,3-Dec-23,17:53:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,8:59:00,4-Dec-23,8:59:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,17:48:00,4-Dec-23,17:48:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,8:58:00,5-Dec-23,8:58:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,17:32:00,5-Dec-23,17:32:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,9:00:00,6-Dec-23,9:00:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,17:01:00,6-Dec-23,17:01:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,8:46:00,7-Dec-23,8:46:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,17:02:00,7-Dec-23,17:02:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,8:59:00,9-Dec-23,8:59:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,17:37:00,9-Dec-23,17:37:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,18:48:00,9-Dec-23,18:48:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,8:59:00,10-Dec-23,8:59:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,17:38:00,10-Dec-23,17:38:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,8:48:00,11-Dec-23,8:48:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,20:00:00,11-Dec-23,20:00:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,8:35:00,12-Dec-23,8:35:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,17:58:00,12-Dec-23,17:58:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,8:25:00,13-Dec-23,8:25:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,17:57:00,13-Dec-23,17:57:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,8:51:00,14-Dec-23,8:51:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,17:00:00,14-Dec-23,17:00:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,8:52:00,17-Dec-23,8:52:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,17:01:00,17-Dec-23,17:01:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,9:00:00,18-Dec-23,9:00:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,18:12:00,18-Dec-23,18:12:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,8:57:00,19-Dec-23,8:57:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,17:53:00,19-Dec-23,17:53:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,8:59:00,20-Dec-23,8:59:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,17:54:00,20-Dec-23,17:54:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,8:57:00,21-Dec-23,8:57:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,17:08:00,21-Dec-23,17:08:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,9:12:00,23-Dec-23,9:12:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,17:00:00,23-Dec-23,17:00:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,9:00:00,24-Dec-23,9:00:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,847,847,17:10:00,24-Dec-23,17:10:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,8:57:00,25-Nov-23,8:57:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,17:33:00,25-Nov-23,17:33:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,8:57:00,26-Nov-23,8:57:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,17:23:00,26-Nov-23,17:23:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,8:56:00,27-Nov-23,8:56:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,17:15:00,27-Nov-23,17:15:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,8:57:00,28-Nov-23,8:57:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,18:06:00,28-Nov-23,18:06:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,8:58:00,29-Nov-23,8:58:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,18:32:00,29-Nov-23,18:32:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,8:57:00,30-Nov-23,8:57:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,8:56:00,2-Dec-23,8:56:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,18:12:00,2-Dec-23,18:12:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,8:55:00,3-Dec-23,8:55:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,18:00:00,3-Dec-23,18:00:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,8:57:00,4-Dec-23,8:57:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,20:16:00,4-Dec-23,20:16:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,8:56:00,5-Dec-23,8:56:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,17:50:00,5-Dec-23,17:50:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,9:00:00,6-Dec-23,9:00:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,17:11:00,6-Dec-23,17:11:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,9:00:00,7-Dec-23,9:00:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,17:07:00,7-Dec-23,17:07:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,17:11:00,7-Dec-23,17:11:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,8:53:00,9-Dec-23,8:53:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,17:50:00,9-Dec-23,17:50:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,8:59:00,10-Dec-23,8:59:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,17:28:00,10-Dec-23,17:28:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,9:01:00,11-Dec-23,9:01:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,18:17:00,11-Dec-23,18:17:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,8:55:00,12-Dec-23,8:55:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,17:35:00,12-Dec-23,17:35:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,8:54:00,13-Dec-23,8:54:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,17:34:00,13-Dec-23,17:34:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,9:05:00,14-Dec-23,9:05:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,9:00:00,17-Dec-23,9:00:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,9:00:00,18-Dec-23,9:00:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,17:14:00,18-Dec-23,17:14:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,8:56:00,19-Dec-23,8:56:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,8:56:00,19-Dec-23,8:56:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,17:27:00,19-Dec-23,17:27:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,8:58:00,20-Dec-23,8:58:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,18:21:00,20-Dec-23,18:21:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,8:57:00,21-Dec-23,8:57:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,17:40:00,21-Dec-23,17:40:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,8:57:00,23-Dec-23,8:57:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,17:05:00,23-Dec-23,17:05:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,8:58:00,24-Dec-23,8:58:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,8:58:00,24-Dec-23,8:58:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1003,1003,17:20:00,24-Dec-23,17:20:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1127,1127,8:59:00,25-Nov-23,8:59:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1127,1127,17:15:00,25-Nov-23,17:15:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1127,1127,8:59:00,26-Nov-23,8:59:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1127,1127,8:59:00,26-Nov-23,8:59:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1127,1127,17:25:00,26-Nov-23,17:25:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1127,1127,9:04:00,27-Nov-23,9:04:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1127,1127,17:19:00,27-Nov-23,17:19:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1127,1127,9:02:00,28-Nov-23,9:02:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1127,1127,17:06:00,28-Nov-23,17:06:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1127,1127,9:02:00,29-Nov-23,9:02:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1127,1127,17:37:00,29-Nov-23,17:37:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1127,1127,8:59:00,30-Nov-23,8:59:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1127,1127,17:05:00,30-Nov-23,17:05:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1129,1129,17:10:00,21-Dec-23,17:10:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1345,1345,8:55:00,25-Nov-23,8:55:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1345,1345,17:00:00,25-Nov-23,17:00:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1345,1345,8:41:00,26-Nov-23,8:41:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1345,1345,17:08:00,26-Nov-23,17:08:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1345,1345,17:58:00,27-Nov-23,17:58:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1345,1345,8:47:00,28-Nov-23,8:47:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1345,1345,18:56:00,30-Nov-23,18:56:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1345,1345,8:57:00,9-Dec-23,8:57:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1345,1345,18:01:00,9-Dec-23,18:01:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1345,1345,18:34:00,10-Dec-23,18:34:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1345,1345,8:20:00,11-Dec-23,8:20:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1345,1345,18:23:00,11-Dec-23,18:23:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1345,1345,8:59:00,12-Dec-23,8:59:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1345,1345,17:52:00,12-Dec-23,17:52:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1345,1345,8:55:00,13-Dec-23,8:55:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1345,1345,17:47:00,13-Dec-23,17:47:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1345,1345,8:50:00,14-Dec-23,8:50:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1345,1345,18:05:00,14-Dec-23,18:05:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1345,1345,9:35:00,17-Dec-23,9:35:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1345,1345,8:53:00,18-Dec-23,8:53:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1345,1345,17:13:00,18-Dec-23,17:13:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1345,1345,8:47:00,19-Dec-23,8:47:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1345,1345,17:46:00,19-Dec-23,17:46:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1345,1345,9:02:00,20-Dec-23,9:02:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1345,1345,17:28:00,20-Dec-23,17:28:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1345,1345,8:24:00,21-Dec-23,8:24:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1345,1345,18:42:00,21-Dec-23,18:42:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1345,1345,8:43:00,23-Dec-23,8:43:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1345,1345,16:25:00,23-Dec-23,16:25:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1345,1345,8:39:00,24-Dec-23,8:39:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,1345,1345,16:55:00,24-Dec-23,16:55:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,8:54:00,25-Nov-23,8:54:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,17:55:00,25-Nov-23,17:55:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,8:53:00,26-Nov-23,8:53:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,17:23:00,26-Nov-23,17:23:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,8:56:00,27-Nov-23,8:56:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,17:50:00,27-Nov-23,17:50:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,18:06:00,27-Nov-23,18:06:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,8:52:00,28-Nov-23,8:52:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,17:08:00,28-Nov-23,17:08:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,9:00:00,29-Nov-23,9:00:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,17:38:00,29-Nov-23,17:38:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,8:54:00,30-Nov-23,8:54:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,17:13:00,30-Nov-23,17:13:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,8:58:00,2-Dec-23,8:58:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,19:07:00,2-Dec-23,19:07:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,8:38:00,4-Dec-23,8:38:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,17:07:00,4-Dec-23,17:07:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,8:59:00,5-Dec-23,8:59:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,17:22:00,5-Dec-23,17:22:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,8:57:00,6-Dec-23,8:57:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,17:08:00,6-Dec-23,17:08:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,17:22:00,6-Dec-23,17:22:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,8:56:00,7-Dec-23,8:56:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,17:06:00,7-Dec-23,17:06:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,8:54:00,9-Dec-23,8:54:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,17:35:00,9-Dec-23,17:35:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,8:57:00,10-Dec-23,8:57:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,17:38:00,10-Dec-23,17:38:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,8:55:00,11-Dec-23,8:55:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,17:39:00,11-Dec-23,17:39:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,8:52:00,12-Dec-23,8:52:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,17:40:00,12-Dec-23,17:40:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,9:00:00,13-Dec-23,9:00:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,19:03:00,13-Dec-23,19:03:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,8:56:00,14-Dec-23,8:56:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,17:04:00,14-Dec-23,17:04:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,8:49:00,17-Dec-23,8:49:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,17:03:00,17-Dec-23,17:03:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,8:56:00,18-Dec-23,8:56:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,17:12:00,18-Dec-23,17:12:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,8:55:00,19-Dec-23,8:55:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,17:27:00,19-Dec-23,17:27:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,8:57:00,20-Dec-23,8:57:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,17:22:00,20-Dec-23,17:22:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,8:50:00,21-Dec-23,8:50:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,17:26:00,21-Dec-23,17:26:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,8:55:00,23-Dec-23,8:55:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,8:58:00,24-Dec-23,8:58:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,17:03:00,24-Dec-23,17:03:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80029,80029,17:09:00,24-Dec-23,17:09:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80055,80055,8:31:00,25-Nov-23,8:31:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80055,80055,19:47:00,25-Nov-23,19:47:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80055,80055,8:31:00,26-Nov-23,8:31:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80055,80055,19:27:00,26-Nov-23,19:27:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80055,80055,8:19:00,27-Nov-23,8:19:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80055,80055,17:44:00,27-Nov-23,17:44:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80055,80055,8:22:00,28-Nov-23,8:22:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80055,80055,17:39:00,28-Nov-23,17:39:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80055,80055,8:35:00,30-Nov-23,8:35:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80055,80055,17:13:00,30-Nov-23,17:13:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80055,80055,8:41:00,2-Dec-23,8:41:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80055,80055,17:14:00,2-Dec-23,17:14:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80055,80055,8:25:00,3-Dec-23,8:25:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80055,80055,17:23:00,3-Dec-23,17:23:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80055,80055,8:47:00,4-Dec-23,8:47:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80055,80055,17:09:00,4-Dec-23,17:09:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80055,80055,8:46:00,5-Dec-23,8:46:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80055,80055,17:03:00,5-Dec-23,17:03:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80055,80055,17:03:00,5-Dec-23,17:03:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80055,80055,8:47:00,6-Dec-23,8:47:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80055,80055,8:55:00,7-Dec-23,8:55:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80055,80055,17:44:00,7-Dec-23,17:44:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80055,80055,8:44:00,9-Dec-23,8:44:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80055,80055,17:40:00,9-Dec-23,17:40:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80055,80055,17:50:00,9-Dec-23,17:50:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80055,80055,8:43:00,10-Dec-23,8:43:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80055,80055,16:46:00,10-Dec-23,16:46:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80055,80055,8:54:00,12-Dec-23,8:54:00,104,,FP/PW/RF/FACE,,,
OUR COMPANY,80055,80055,18:05:00,12-Dec-23,18:05:00,104,,FP/PW/RF/FACE,,,
